"","X","pitch_uid","pitch_no","date","pa_of_inning","pitch_of_pa","pitcher_name","pitcher_id","pitcher_throws","pitcher_team_id","pitcher_team_name","batter_name","batter_id","batter_side","batter_team_id","batter_team_name","inning","top_bottom","outs","balls","strikes","pitch_type","pitch_type_abbr","pitch_call","k_or_bb","hit_type","play_result","outs_on_play","runs_scored","rel_speed","spin_rate","spin_axis","rel_height","rel_side","extension","induced_vert_break","horz_break","plate_loc_height","plate_loc_side","vert_appr_angle","horz_appr_angle","exit_speed","launch_angle","bat_speed","swing_length","distance","catcher_name","catcher_id","home_team_id","home_team_name","home_team_conf","away_team_id","away_team_name","away_team_conf","game_id","game_type","season","pitch_group","pitch_group_abbr","count_type","is_zone","is_strike","is_swing","zone_label","zone_num_14","pitch_call_prev","pitch_type_prev","pitch_group_prev","pa_id","pa_result","woba_value"
"69",69,"2024-745444-117",117,"2024-03-20",3,1,"Darvish, Yu",506433,"Right","SD","SD","Heyward, Jason",518792,"Left","LAD","LAD",4,"Top",1,0,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,84.5,2722,83,5.76,2.13,5.5,0.24,-6.96,1.91,-1.15,-7.87551068406427,-4.12900961224854,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","LAD","LAD","Non-D1",745444,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745444_4_3_506433_518792",NA,NA
"70",70,"2024-745444-118",118,"2024-03-20",3,2,"Darvish, Yu",506433,"Right","SD","SD","Heyward, Jason",518792,"Left","LAD","LAD",4,"Top",1,1,0,"Slider","SL","FoulBall",NA,NA,NA,NA,0,85.3,2751,83,5.7,2.1,5.4,0.48,-5.4,1.58,-0.25,-8.06272777638194,-2.9938272284288,89.8,50,NA,NA,248,669134,669134,"SD","SD","Non-D1","LAD","LAD","Non-D1",745444,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Edge",7,"BallCalled","Slider","Breaking Ball","745444_4_3_506433_518792",NA,NA
"71",71,"2024-745444-119",119,"2024-03-20",3,3,"Darvish, Yu",506433,"Right","SD","SD","Heyward, Jason",518792,"Left","LAD","LAD",4,"Top",1,1,1,"Splitter","SP","FoulBall",NA,NA,NA,NA,0,88.6,1280,279,5.68,1.99,5.7,0,6.72,3.5,0.45,-5.75117515111608,-1.06168096057653,99.4,27,NA,NA,NA,669134,669134,"SD","SD","Non-D1","LAD","LAD","Non-D1",745444,"R",2024,"Offspeed","OFF","Early",FALSE,TRUE,TRUE,"Edge",3,"FoulBall","Slider","Breaking Ball","745444_4_3_506433_518792",NA,NA
"72",72,"2024-745444-120",120,"2024-03-20",3,4,"Darvish, Yu",506433,"Right","SD","SD","Heyward, Jason",518792,"Left","LAD","LAD",4,"Top",1,1,2,"Slider","SL","InPlay",NA,"FlyBall","Sacrifice",1,1,87.3,2679,89,5.77,2.01,5.4,1.08,-4.2,2.47,-0.36,-6.95830801164402,-2.90974255299594,85.2,32,NA,NA,312,669134,669134,"SD","SD","Non-D1","LAD","LAD","Non-D1",745444,"R",2024,"Breaking Ball","BRK","Two Strikes",TRUE,TRUE,TRUE,"Heart",4,"FoulBall","Splitter","Offspeed","745444_4_3_506433_518792","In Play, Sacrifice",0.068808819369117
"73",73,"2024-745445-1",1,"2024-03-28",1,1,"Darvish, Yu",506433,"Right","SD","SD","Lee, Jung Hoo",808982,"Left","SF","SF",1,"Top",0,0,0,"Fastball","FB","FoulBall",NA,NA,NA,NA,0,95.1,2418,211,5.65,1.85,6.2,17.28,9.96,2.73,-0.1,-4.40283947071185,-1.20864293539615,102.1,-6,NA,NA,22,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",5,NA,NA,NA,"745445_1_1_506433_808982",NA,NA
"74",74,"2024-745445-2",2,"2024-03-28",1,2,"Darvish, Yu",506433,"Right","SD","SD","Lee, Jung Hoo",808982,"Left","SF","SF",1,"Top",0,0,1,"Curveball","CB","StrikeCalled",NA,NA,NA,NA,0,74,2523,40,5.64,1.51,6.7,-13.68,-8.88,2.46,0.26,-9.38203311323418,-2.12346908656624,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,FALSE,"Heart",6,"FoulBall","Fastball","Fastball","745445_1_1_506433_808982",NA,NA
"75",75,"2024-745445-3",3,"2024-03-28",1,3,"Darvish, Yu",506433,"Right","SD","SD","Lee, Jung Hoo",808982,"Left","SF","SF",1,"Top",0,0,2,"Fastball","FB","StrikeCalled","Strikeout",NA,NA,NA,0,94.9,2444,214,5.59,1.87,6.7,17.64,11.64,2.16,0.08,-4.92674100608219,-0.884165113461066,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,FALSE,"Heart",8,"StrikeCalled","Curveball","Breaking Ball","745445_1_1_506433_808982","Strikeout",0.0288651689276732
"76",76,"2024-745445-4",4,"2024-03-28",2,1,"Darvish, Yu",506433,"Right","SD","SD","Soler, Jorge",624585,"Right","SF","SF",1,"Top",1,0,0,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,94.7,2239,214,5.65,1.83,6.7,10.32,17.76,1.47,0.42,-6.37511510483368,0.0745560736372295,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Edge",14,NA,NA,NA,"745445_1_2_506433_624585",NA,NA
"77",77,"2024-745445-5",5,"2024-03-28",2,2,"Darvish, Yu",506433,"Right","SD","SD","Soler, Jorge",624585,"Right","SF","SF",1,"Top",1,1,0,"Slider","SL","FoulBall",NA,NA,NA,NA,0,85.6,2593,115,5.67,1.8,6.7,0.72,-4.68,3.37,0.38,-6.09846554269902,-1.93210787152802,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Edge",3,"BallCalled","Sinker","Fastball","745445_1_2_506433_624585",NA,NA
"78",78,"2024-745445-6",6,"2024-03-28",2,3,"Darvish, Yu",506433,"Right","SD","SD","Soler, Jorge",624585,"Right","SF","SF",1,"Top",1,1,1,"Fastball","FB","StrikeSwinging",NA,NA,NA,NA,0,94.2,2288,213,5.58,1.87,6.6,13.44,10.92,2.74,0.01,-4.73962078365693,-1.02479799728915,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",5,"FoulBall","Slider","Breaking Ball","745445_1_2_506433_624585",NA,NA
"79",79,"2024-745445-7",7,"2024-03-28",2,4,"Darvish, Yu",506433,"Right","SD","SD","Soler, Jorge",624585,"Right","SF","SF",1,"Top",1,1,2,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,95.6,2384,212,5.61,1.75,6.4,18.48,11.64,1.22,-0.59,-5.79704214255182,-1.47609414324747,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Two Strikes",FALSE,FALSE,FALSE,"Chase",13,"StrikeSwinging","Fastball","Fastball","745445_1_2_506433_624585",NA,NA
"80",80,"2024-745445-8",8,"2024-03-28",2,5,"Darvish, Yu",506433,"Right","SD","SD","Soler, Jorge",624585,"Right","SF","SF",1,"Top",1,2,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,82.7,2897,63,5.65,1.85,6.2,-0.72,-12.96,2.44,-0.54,-7.45635057135741,-3.70622437407329,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Two Strikes",TRUE,TRUE,TRUE,"Edge",4,"BallCalled","Fastball","Fastball","745445_1_2_506433_624585","Strikeout",0.0288651689276732
"81",81,"2024-745445-9",9,"2024-03-28",3,1,"Darvish, Yu",506433,"Right","SD","SD","Wade, LaMonte",664774,"Left","SF","SF",1,"Top",2,0,0,"Fastball","FB","InPlay",NA,"GroundBall","Out",1,0,92.6,2447,212,5.44,1.96,6.9,17.76,8.76,1.97,-0.05,-5.17580376037888,-1.38222456299867,79,3,NA,NA,53,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",8,NA,NA,NA,"745445_1_3_506433_664774","In Play, Out",0.076724249529639
"82",82,"2024-745445-28",28,"2024-03-28",1,1,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,0,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,86.1,2762,138,5.68,1.89,6.2,3.96,-3,0.42,-0.41,-8.88195055699552,-2.72874381970475,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Waste",13,NA,NA,NA,"745445_2_1_506433_656305",NA,NA
"83",83,"2024-745445-29",29,"2024-03-28",1,2,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,1,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,84.5,2729,114,5.67,1.78,6.6,2.52,-6,2.06,-0.28,-7.42341402987748,-2.73824348098926,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,FALSE,"Heart",7,"BallCalled","Slider","Breaking Ball","745445_2_1_506433_656305",NA,NA
"84",84,"2024-745445-30",30,"2024-03-28",1,3,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,1,1,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,92.4,2271,213,5.65,1.94,6.7,12.24,14.16,3.72,0.07,-4.05772870638464,-0.742951629310152,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Edge",12,"StrikeCalled","Slider","Breaking Ball","745445_2_1_506433_656305",NA,NA
"85",85,"2024-745445-31",31,"2024-03-28",1,4,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,1,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,83.6,2904,53,5.67,1.9,6.7,3.72,-13.92,1.38,-0.39,-8.11908796430691,-3.68272863848807,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Edge",13,"FoulBall","Sinker","Fastball","745445_2_1_506433_656305",NA,NA
"86",86,"2024-745445-32",32,"2024-03-28",1,5,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,2,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,83.4,2791,54,5.61,1.83,6.7,-0.72,-12.6,1.08,-0.42,-8.77876341547676,-3.52403485134174,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Slider","Breaking Ball","745445_2_1_506433_656305",NA,NA
"87",87,"2024-745445-33",33,"2024-03-28",1,6,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,3,2,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,94.3,2381,216,5.49,1.96,6.8,11.28,15.84,2.52,0.9,-5.05568208732654,0.279159947992953,81.3,-28,NA,NA,5,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Two Strikes",FALSE,TRUE,TRUE,"Edge",12,"BallCalled","Slider","Breaking Ball","745445_2_1_506433_656305",NA,NA
"88",88,"2024-745445-34",34,"2024-03-28",1,7,"Darvish, Yu",506433,"Right","SD","SD","Chapman, Matt",656305,"Right","SF","SF",2,"Top",0,3,2,"Fastball","FB","StrikeCalled","Strikeout",NA,NA,NA,0,94.1,2395,210,5.59,1.69,6.5,18.72,7.08,2.13,-0.67,-4.93958240674397,-1.91034169184477,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,FALSE,"Edge",7,"FoulBall","Sinker","Fastball","745445_2_1_506433_656305","Strikeout",0.0288651689276732
"89",89,"2024-745445-35",35,"2024-03-28",2,1,"Darvish, Yu",506433,"Right","SD","SD","Yastrzemski, Mike",573262,"Left","SF","SF",2,"Top",1,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,93.4,2344,216,5.46,1.96,6.8,9.36,20.52,2.44,-0.12,-5.36137573267326,-0.399264772633481,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Heart",5,NA,NA,NA,"745445_2_2_506433_573262",NA,NA
"90",90,"2024-745445-36",36,"2024-03-28",2,2,"Darvish, Yu",506433,"Right","SD","SD","Yastrzemski, Mike",573262,"Left","SF","SF",2,"Top",1,0,1,"Curveball","CB","FoulBall",NA,NA,NA,NA,0,74.3,2696,37,5.64,1.62,6.8,-10.68,-14.28,2.55,-0.15,-8.99654184651122,-3.15921772224564,85.1,38,NA,NA,291,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",5,"StrikeCalled","Sinker","Fastball","745445_2_2_506433_573262",NA,NA
"91",91,"2024-745445-37",37,"2024-03-28",2,3,"Darvish, Yu",506433,"Right","SD","SD","Yastrzemski, Mike",573262,"Left","SF","SF",2,"Top",1,0,2,"Fastball","FB","StrikeCalled","Strikeout",NA,NA,NA,0,94.4,2495,208,5.58,1.9,6.8,21.24,7.44,3.29,0.62,-3.45979521776288,-0.717082785574503,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,FALSE,"Edge",3,"FoulBall","Curveball","Breaking Ball","745445_2_2_506433_573262","Strikeout",0.0288651689276732
"92",92,"2024-745445-38",38,"2024-03-28",3,1,"Darvish, Yu",506433,"Right","SD","SD","Estrada, Thairo",642731,"Right","SF","SF",2,"Top",2,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,93.8,2290,212,5.45,1.83,6.8,14.16,19.68,2.47,-0.73,-4.86156269919846,-0.991001533861432,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","SF","SF","Non-D1",745445,"R",2024,"Fastball","FB","F-Pitch",FALSE,TRUE,FALSE,"Edge",13,NA,NA,NA,"745445_2_3_506433_642731",NA,NA
